STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON,ACTIVITY
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-24-2018,47,2018-19,1
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,Seasonal Influenza Surveillance Reports,Level 2,Minimal,Nov-24-2018,47,2018-19,2
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Level 2,Minimal,Nov-24-2018,47,2018-19,2
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Level 1,Minimal,Nov-24-2018,47,2018-19,1
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Level 2,Minimal,Nov-24-2018,47,2018-19,2
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Nov-24-2018,47,2018-19,1
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 9,High,Nov-24-2018,47,2018-19,9
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Nov-24-2018,47,2018-19,1
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 1,Minimal,Nov-24-2018,47,2018-19,1
Massachusetts,https://www.mass.gov/influenza,Influenza Surveillance Data,Level 3,Minimal,Nov-24-2018,47,2018-19,3
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,Influenza Activity and Surveillance,Level 2,Minimal,Nov-24-2018,47,2018-19,2
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,Weekly Influenza Activity: Statistics,Level 2,Minimal,Nov-24-2018,47,2018-19,2
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,Mississippi Flu Surveillance and Influenza-Like Illness Reports,Level 4,Low,Nov-24-2018,47,2018-19,4
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 1,Minimal,Nov-24-2018,47,2018-19,1
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,Influenza: What You Need to Know,Level 1,Minimal,Nov-24-2018,47,2018-19,1
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,Weekly Flu Report,Level 2,Minimal,Nov-24-2018,47,2018-19,2
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 2,Minimal,Nov-24-2018,47,2018-19,2
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,Level 1,Minimal,Nov-24-2018,47,2018-19,1
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,Level 5,Low,Nov-24-2018,47,2018-19,5
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,Level 1,Minimal,Nov-24-2018,47,2018-19,1
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 2,Minimal,Nov-24-2018,47,2018-19,2
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 3,Minimal,Nov-24-2018,47,2018-19,3
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 1,Minimal,Nov-24-2018,47,2018-19,1
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Nov-24-2018,47,2018-19,1
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 7,Moderate,Nov-24-2018,47,2018-19,7
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,Influenza Disease Surveillance Data,Level 2,Minimal,Nov-24-2018,47,2018-19,2
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,Influenza Weekly Report ,Level 3,Minimal,Nov-24-2018,47,2018-19,3
Rhode Island,http://www.health.ri.gov/data/flu/index.php,Influenza Surveillance,Level 1,Minimal,Nov-24-2018,47,2018-19,1
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,Influenza Activity and Surveillance,Level 5,Low,Nov-24-2018,47,2018-19,5
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 1,Minimal,Nov-24-2018,47,2018-19,1
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,Influenza-Like Illness Surveillance Summary Archive,Level 1,Minimal,Nov-24-2018,47,2018-19,1
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 3,Minimal,Nov-24-2018,47,2018-19,3
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 5,Low,Nov-24-2018,47,2018-19,5
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,Flu Activity,Level 1,Minimal,Nov-24-2018,47,2018-19,1
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 5,Low,Nov-24-2018,47,2018-19,5
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 1,Minimal,Nov-24-2018,47,2018-19,1
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,Current Influenza Surveillance,Level 1,Minimal,Nov-24-2018,47,2018-19,1
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,Tracking Influenza in Wisconsin,Level 3,Minimal,Nov-24-2018,47,2018-19,3
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,Influenza,Level 1,Minimal,Nov-24-2018,47,2018-19,1
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,Puerto Rico Departamento de Salud,Level 6,Moderate,Nov-24-2018,47,2018-19,6
Virgin Islands,http://doh.vi.gov/,Influenza,Level 1,Minimal,Nov-24-2018,47,2018-19,1
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,Surveillance Data,Level 5,Low,Nov-24-2018,47,2018-19,5
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 6,Moderate,Dec-01-2018,48,2018-19,6
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,Influenza Surveillance Report,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,Influenza & RSV Surveillance,Level 4,Low,Dec-01-2018,48,2018-19,4
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 2,Minimal,Dec-01-2018,48,2018-19,2
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,Influenza (Flu),Level 3,Minimal,Dec-01-2018,48,2018-19,3
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,Influenza Surveillance,Level 6,Moderate,Dec-01-2018,48,2018-19,6
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 2,Minimal,Dec-01-2018,48,2018-19,2
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 1,Minimal,Dec-01-2018,48,2018-19,1
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Level 3,Minimal,Dec-01-2018,48,2018-19,3
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 8,High,Dec-01-2018,48,2018-19,8
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,Seasonal Influenza Surveillance Reports,Level 2,Minimal,Dec-01-2018,48,2018-19,2
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Level 2,Minimal,Dec-01-2018,48,2018-19,2
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Level 2,Minimal,Dec-01-2018,48,2018-19,2
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 9,High,Dec-01-2018,48,2018-19,9
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Massachusetts,https://www.mass.gov/influenza,Influenza Surveillance Data,Level 2,Minimal,Dec-01-2018,48,2018-19,2
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,Influenza Activity and Surveillance,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,Weekly Influenza Activity: Statistics,Level 3,Minimal,Dec-01-2018,48,2018-19,3
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,Mississippi Flu Surveillance and Influenza-Like Illness Reports,Level 4,Low,Dec-01-2018,48,2018-19,4
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 2,Minimal,Dec-01-2018,48,2018-19,2
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,Influenza: What You Need to Know,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,Weekly Flu Report,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 2,Minimal,Dec-01-2018,48,2018-19,2
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,Level 1,Minimal,Dec-01-2018,48,2018-19,1
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,Level 4,Low,Dec-01-2018,48,2018-19,4
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,Level 2,Minimal,Dec-01-2018,48,2018-19,2
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 2,Minimal,Dec-01-2018,48,2018-19,2
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 3,Minimal,Dec-01-2018,48,2018-19,3
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 3,Minimal,Dec-01-2018,48,2018-19,3
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,Influenza Disease Surveillance Data,Level 2,Minimal,Dec-01-2018,48,2018-19,2
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,Influenza Weekly Report ,Level 3,Minimal,Dec-01-2018,48,2018-19,3
Rhode Island,http://www.health.ri.gov/data/flu/index.php,Influenza Surveillance,Level 1,Minimal,Dec-01-2018,48,2018-19,1
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,Influenza Activity and Surveillance,Level 6,Moderate,Dec-01-2018,48,2018-19,6
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,Influenza-Like Illness Surveillance Summary Archive,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 3,Minimal,Dec-01-2018,48,2018-19,3
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 4,Low,Dec-01-2018,48,2018-19,4
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,Flu Activity,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 5,Low,Dec-01-2018,48,2018-19,5
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 1,Minimal,Dec-01-2018,48,2018-19,1
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,Current Influenza Surveillance,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,Tracking Influenza in Wisconsin,Level 3,Minimal,Dec-01-2018,48,2018-19,3
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,Influenza,Level 1,Minimal,Dec-01-2018,48,2018-19,1
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,Puerto Rico Departamento de Salud,Level 3,Minimal,Dec-01-2018,48,2018-19,3
Virgin Islands,http://doh.vi.gov/,Influenza,Level 1,Minimal,Dec-01-2018,48,2018-19,1
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,Surveillance Data,Level 4,Low,Dec-01-2018,48,2018-19,4
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 5,Low,Dec-08-2018,49,2018-19,5
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,Influenza Surveillance Report,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,Influenza & RSV Surveillance,Level 3,Minimal,Dec-08-2018,49,2018-19,3
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 2,Minimal,Dec-08-2018,49,2018-19,2
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,Influenza (Flu),Level 3,Minimal,Dec-08-2018,49,2018-19,3
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,Influenza Surveillance,Level 7,Moderate,Dec-08-2018,49,2018-19,7
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 5,Low,Dec-08-2018,49,2018-19,5
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 1,Minimal,Dec-08-2018,49,2018-19,1
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Level 4,Low,Dec-08-2018,49,2018-19,4
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Level 2,Minimal,Dec-08-2018,49,2018-19,2
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 8,High,Dec-08-2018,49,2018-19,8
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,Seasonal Influenza Surveillance Reports,Level 2,Minimal,Dec-08-2018,49,2018-19,2
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Level 2,Minimal,Dec-08-2018,49,2018-19,2
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 7,Moderate,Dec-08-2018,49,2018-19,7
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Massachusetts,https://www.mass.gov/influenza,Influenza Surveillance Data,Level 2,Minimal,Dec-08-2018,49,2018-19,2
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,Influenza Activity and Surveillance,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,Weekly Influenza Activity: Statistics,Level 2,Minimal,Dec-08-2018,49,2018-19,2
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,Mississippi Flu Surveillance and Influenza-Like Illness Reports,Level 4,Low,Dec-08-2018,49,2018-19,4
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 3,Minimal,Dec-08-2018,49,2018-19,3
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,Influenza: What You Need to Know,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,Weekly Flu Report,Level 2,Minimal,Dec-08-2018,49,2018-19,2
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 2,Minimal,Dec-08-2018,49,2018-19,2
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,Level 1,Minimal,Dec-08-2018,49,2018-19,1
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,Level 5,Low,Dec-08-2018,49,2018-19,5
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,Level 2,Minimal,Dec-08-2018,49,2018-19,2
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 2,Minimal,Dec-08-2018,49,2018-19,2
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 3,Minimal,Dec-08-2018,49,2018-19,3
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 4,Low,Dec-08-2018,49,2018-19,4
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,Influenza Disease Surveillance Data,Level 2,Minimal,Dec-08-2018,49,2018-19,2
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,Influenza Weekly Report ,Level 3,Minimal,Dec-08-2018,49,2018-19,3
Rhode Island,http://www.health.ri.gov/data/flu/index.php,Influenza Surveillance,Level 1,Minimal,Dec-08-2018,49,2018-19,1
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,Influenza Activity and Surveillance,Level 5,Low,Dec-08-2018,49,2018-19,5
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,Influenza-Like Illness Surveillance Summary Archive,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 3,Minimal,Dec-08-2018,49,2018-19,3
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 4,Low,Dec-08-2018,49,2018-19,4
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,Flu Activity,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 5,Low,Dec-08-2018,49,2018-19,5
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 1,Minimal,Dec-08-2018,49,2018-19,1
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,Current Influenza Surveillance,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,Tracking Influenza in Wisconsin,Level 2,Minimal,Dec-08-2018,49,2018-19,2
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,Influenza,Level 1,Minimal,Dec-08-2018,49,2018-19,1
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,Puerto Rico Departamento de Salud,Level 7,Moderate,Dec-08-2018,49,2018-19,7
Virgin Islands,http://doh.vi.gov/,Influenza,Level 1,Minimal,Dec-08-2018,49,2018-19,1
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,Surveillance Data,Level 5,Low,Dec-08-2018,49,2018-19,5
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 8,High,Dec-15-2018,50,2018-19,8
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,Influenza Surveillance Report,Level 2,Minimal,Dec-15-2018,50,2018-19,2
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,Influenza & RSV Surveillance,Level 5,Low,Dec-15-2018,50,2018-19,5
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 5,Low,Dec-15-2018,50,2018-19,5
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,Influenza (Flu),Level 4,Low,Dec-15-2018,50,2018-19,4
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,Influenza Surveillance,Level 10,High,Dec-15-2018,50,2018-19,10
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 3,Minimal,Dec-15-2018,50,2018-19,3
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 1,Minimal,Dec-15-2018,50,2018-19,1
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Level 4,Low,Dec-15-2018,50,2018-19,4
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Level 2,Minimal,Dec-15-2018,50,2018-19,2
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 10,High,Dec-15-2018,50,2018-19,10
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Level 1,Minimal,Dec-15-2018,50,2018-19,1
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-15-2018,50,2018-19,1
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,Seasonal Influenza Surveillance Reports,Level 2,Minimal,Dec-15-2018,50,2018-19,2
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Level 3,Minimal,Dec-15-2018,50,2018-19,3
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Level 1,Minimal,Dec-15-2018,50,2018-19,1
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Level 3,Minimal,Dec-15-2018,50,2018-19,3
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Level 5,Low,Dec-15-2018,50,2018-19,5
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 7,Moderate,Dec-15-2018,50,2018-19,7
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Dec-15-2018,50,2018-19,1
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 1,Minimal,Dec-15-2018,50,2018-19,1
Massachusetts,https://www.mass.gov/influenza,Influenza Surveillance Data,Level 3,Minimal,Dec-15-2018,50,2018-19,3
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,Influenza Activity and Surveillance,Level 2,Minimal,Dec-15-2018,50,2018-19,2
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,Weekly Influenza Activity: Statistics,Level 4,Low,Dec-15-2018,50,2018-19,4
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,Mississippi Flu Surveillance and Influenza-Like Illness Reports,Level 4,Low,Dec-15-2018,50,2018-19,4
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 4,Low,Dec-15-2018,50,2018-19,4
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,Influenza: What You Need to Know,Level 1,Minimal,Dec-15-2018,50,2018-19,1
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,Weekly Flu Report,Level 3,Minimal,Dec-15-2018,50,2018-19,3
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 3,Minimal,Dec-15-2018,50,2018-19,3
